"NoName","id","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN"
"1563","39755","21.406439435","-157.750648641","HI",1563,"1",62.504,"","AggieReverseGeocoder","",4.01,"452 Kalama St","Waimanalo","HI","96734","7010","43039020"
"1564","272637","21.291809","-157.824234","HI",1564,"1",971.4901,"","AggieReverseGeocoder","",4.01,"918 Hausten St","Urban Honolulu","HI","96826","3095","27009006"
"1565","35115","21.301534653","-157.792327881","HI",1565,"1",1328.1348,"","AggieReverseGeocoder","",4.01,"2222 Ahe St","Urban Honolulu","HI","96816","6157","34007016"
"1566","84185","21.289127","-157.828812","HI",1566,"1",484.335,"","AggieReverseGeocoder","",4.01,"2227 Lime St","Urban Honolulu","HI","96826","4202","27005047"
"1567","164881","21.2976443","-157.8372287","HI",1567,"1",171.8978,"","AggieReverseGeocoder","",4.01,"1414 Kalakaua Ave","Urban Honolulu","HI","96826","1910","24005002"
"1568","65004","21.317339","-157.852905","HI",1568,"1",937.4874,"","AggieReverseGeocoder","",4.01,"52 Kauila St","Urban Honolulu","HI","96813","6613","22001011"
"1569","105073","21.286049","-157.798615","HI",1569,"1",218.7735,"","AggieReverseGeocoder","",4.01,"3535 Kaau St","Urban Honolulu","HI","96816","2713","33005133"
"1570","142240","21.443446776","-158.008264834","HI",1570,"1",62.5354,"","AggieReverseGeocoder","",4.01,"107 Mohala Pl","Mililani Town","HI","96789","3320","95048046"
"1571","50943","21.297812","-157.830917","HI",1571,"1",374.9223,"","AggieReverseGeocoder","",4.01,"1218 Artesian St","Urban Honolulu","HI","96826","1352","28010034"
"1572","127523","21.308952","-157.826187","HI",1572,"1",0,"","AggieReverseGeocoder","",4.01,"2325 Mamane Pl","Urban Honolulu","HI","96822","2041","25005044"
"1573","65786","21.336666268","-158.021671569","HI",1573,"1",1703.1352,"","AggieReverseGeocoder","",4.01,"91-1515 KAIKOI PL","Ewa Beach","HI","96706","","593096"
"1574","329422","21.34790989","-157.91464838","HI",1574,"1",375.0497,"","AggieReverseGeocoder","",4.01,"926 Ala Kapua St","Aiea","HI","96818","2335","11054097"
"1575","94137","21.325028967","-157.877345417","HI",1575,"1",890.654,"","AggieReverseGeocoder","",4.01,"1505 Dillingham Blvd","Urban Honolulu","HI","96817","4885","15029049"
"1576","187791","21.318910791","-157.850379969","HI",1576,"1",921.8934,"","AggieReverseGeocoder","",4.01,"1916 Pacific Heights Rd","Urban Honolulu","HI","96813","1522","22009007"
"1577","38457","21.289909","-157.82019","HI",1577,"1",312.4858,"","AggieReverseGeocoder","",4.01,"2759 S King St","Urban Honolulu","HI","96826","3329","27017029"
"1578","324692","21.37603","-158.019989","HI",1578,"1",31.2601,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"1579","107370","21.370087","-158.023102","HI",1579,"1",1421.8803,"","AggieReverseGeocoder","",4.01,"91-1051 PUHIPAKA ST","Ewa Beach","HI","96706","","396187"
"1580","58845","21.272739","-157.8162","HI",1580,"1",359.395,"","AggieReverseGeocoder","",4.01,"381 Kapahulu Ave","Urban Honolulu","HI","96815","4031","31043002"
"1581","69376","21.665533","-158.051468","HI",1581,"1",874.9994,"","AggieReverseGeocoder","",4.01,"59-337 KE NUI RD","Haleiwa","HI","96712","","123885"
"1582","279274","21.308899","-157.830368","HI",1582,"1",1296.9122,"","AggieReverseGeocoder","",4.01,"2007 Round Top Dr","Urban Honolulu","HI","96822","2058","25007010"
"1583","184594","21.383881","-157.935974","HI",1583,"1",2265.6488,"","AggieReverseGeocoder","",4.01,"98-325 KOAUKA ST","Aiea","HI","96701","","332384"
"1584","275943","21.268618","-157.82103","HI",1584,"1",843.7338,"","AggieReverseGeocoder","",4.01,"2755 Kalakaua Ave","Urban Honolulu","HI","96815","4027","31043014"
"1585","340457","21.2771223","-157.8221994","HI",1585,"1",296.8712,"","AggieReverseGeocoder","",4.01,"250 Kapili St","Urban Honolulu","HI","96815","3164","26024063"
"1586","199198","21.396011","-157.942017","HI",1586,"1",1749.9926,"","AggieReverseGeocoder","",4.01,"98-482 PONO ST","Aiea","HI","96701","","177036"
"1587","216096","21.274145","-157.78299","HI",1587,"1",1118.6973,"","AggieReverseGeocoder","",4.01,"1075 Makaiwa St","Urban Honolulu","HI","96816","5403","35010023"
"1588","95871","21.38401969","-157.93536861","HI",1588,"1",1601.6735,"","AggieReverseGeocoder","",4.01,"98-292 HALE MOMI PL","Aiea","HI","96701","","14072"
"1589","150976","21.418043","-157.999771","HI",1589,"1",1829.4186,"","AggieReverseGeocoder","",4.01,"94-1111 OLI LP","Waipahu","HI","96797","","390703"
"1590","86062","21.424841","-157.954849","HI",1590,"1",218.7905,"","AggieReverseGeocoder","",4.01,"2280 Auhuhu St","Aiea","HI","96782","1228","97093017"
"1591","47993","21.277567","-157.776581","HI",1591,"1",1140.63,"","AggieReverseGeocoder","",4.01,"1204 Kalaniiki St","Urban Honolulu","HI","96821","1213","35049023"
"1592","54573","21.332748","-158.032364","HI",1592,"1",1578.1573,"","AggieReverseGeocoder","",4.01,"91-1018 KAHIUKA ST","Ewa Beach","HI","96706","","145598"
"1593","324120","21.366152","-158.079117","HI",1593,"1",578.1228,"","AggieReverseGeocoder","",4.01,"92-1357 PUNAWAINUI ST","Kapolei","HI","96707","","73465"
"1594","40310","21.4065718","-157.9439876","HI",1594,"1",562.5192,"","AggieReverseGeocoder","",4.01,"2100 Hookiekie St","Aiea","HI","96782","1425","97025004"
"1595","206952","21.292223","-157.824692","HI",1595,"1",390.6074,"","AggieReverseGeocoder","",4.01,"931 Coolidge St","Urban Honolulu","HI","96826","3067","27009025"
"1596","55023","21.331834","-158.028094","HI",1596,"1",1926.5263,"","AggieReverseGeocoder","",4.01,"91-140 NOHOIHOEWA WAY","Ewa Beach","HI","96706","","642526"
"1597","220289","21.417732","-157.811111","HI",1597,"1",851.6741,"","AggieReverseGeocoder","",4.01,"46-245 HAIKU RD","Kaneohe","HI","96744","","405208"
"1598","104032","21.43235","-158.015869","HI",1598,"1",1015.5848,"","AggieReverseGeocoder","",4.01,"94-449 PAPOLOHIWA ST","Mililani","HI","96789","","288729"
"1599","181008","21.265952294","-157.816026137","HI",1599,"1",359.3784,"","AggieReverseGeocoder","",4.01,"3834 Leahi Ave","Urban Honolulu","HI","96815","4455","31026009"
"1600","86249","21.342304","-158.020203","HI",1600,"1",2078.1182,"","AggieReverseGeocoder","",4.01,"91-200 NAINA PL","Ewa Beach","HI","96706","","42721"
"1601","554821","21.386299448","-157.737436825","HI",1601,"1",312.4908,"","AggieReverseGeocoder","",4.01,"427 Aulima Loop","Waimanalo","HI","96734","3933","42077067"
"1602","89286","21.40197","-157.952347","HI",1602,"1",531.4604,"","AggieReverseGeocoder","",4.01,"137 Hoomalu St","Aiea","HI","96782","1827","97086116"
"1603","382284","21.330431","-157.856583","HI",1603,"1",265.5994,"","AggieReverseGeocoder","",4.01,"2069 Iholena St","Urban Honolulu","HI","96817","2105","18020023"
"1604","94369","21.30895","-157.826182","HI",1604,"1",0,"","AggieReverseGeocoder","",4.01,"2325 Mamane Pl","Urban Honolulu","HI","96822","2041","25005044"
"1605","41533","21.345549","-157.92131","HI",1605,"1",750.0036,"","AggieReverseGeocoder","",4.01,"3375 Salt Lake Blvd","Aiea","HI","96818","2145","11010004"
"1606","68904","21.273336","-157.823547","HI",1606,"1",312.5076,"","AggieReverseGeocoder","",4.01,"2524 Kalakaua Ave","Urban Honolulu","HI","96815","3641","26026013"
"1607","210640","21.31577482","-157.86234513","HI",1607,"1",1476.692,"","AggieReverseGeocoder","",4.01,"1220 Aala St","Urban Honolulu","HI","96817","3903","17026006"
"1608","78885","21.302944","-157.832611","HI",1608,"1",687.4989,"","AggieReverseGeocoder","",4.01,"1618 Punahou St","Urban Honolulu","HI","96822","3388","24023099"
"1609","57493","21.342682","-158.028381","HI",1609,"1",1765.6313,"","AggieReverseGeocoder","",4.01,"91-1071 PUAINA ST","Ewa Beach","HI","96706","","327847"
"1610","148969","21.45114892","-158.01798049","HI",1610,"1",203.1416,"","AggieReverseGeocoder","",4.01,"297 Kilau Pl","Mililani Town","HI","96789","2383","94109019"
"1611","182028","21.288395","-157.81839","HI",1611,"1",884.1507,"","AggieReverseGeocoder","",4.01,"827 Waiaka Rd","Urban Honolulu","HI","96826","3464","27027014"
"1612","209039","21.331755","-158.0281648","HI",1612,"1",1760.3556,"","AggieReverseGeocoder","",4.01,"91-138 NOHOIHOEWA WAY","Ewa Beach","HI","96706","","163680"
"1613","615481","21.314567894","-157.888184896","HI",1613,"1",578.1272,"","AggieReverseGeocoder","",4.01,"1 Sand Island Access Rd","Hickam Housing","HI","96819","2222","12025017"
"1614","73817","21.352844","-157.81308","HI",1614,"1",656.2596,"","AggieReverseGeocoder","",4.01,"4121 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1056","22055002"
"1615","533849","21.437648707","-158.026253704","HI",1615,"1",125.008,"","AggieReverseGeocoder","",4.01,"296 Kilau Pl","Mililani Town","HI","96789","2312","94109022"
"1616","181729","21.293526","-157.828064","HI",1616,"1",234.4639,"","AggieReverseGeocoder","",4.01,"2142 Algaroba St","Urban Honolulu","HI","96826","2714","27007006"
"1617","299447","21.323944","-157.884552","HI",1617,"1",734.3579,"","AggieReverseGeocoder","",4.01,"1816 Democrat St","Hickam Housing","HI","96819","3121","12005123"
"1618","58746","21.301414","-157.839783","HI",1618,"1",796.9463,"","AggieReverseGeocoder","",4.01,"1336 Kinau St","Urban Honolulu","HI","96814","1218","24011024"
"1619","348403","21.34797342","-157.91469016","HI",1619,"1",265.6848,"","AggieReverseGeocoder","",4.01,"926 Ala Kapua St","Aiea","HI","96818","2335","11054097"
"1620","234621","21.291992","-157.825073","HI",1620,"1",593.7419,"","AggieReverseGeocoder","",4.01,"917 Coolidge St","Urban Honolulu","HI","96826","3008","27009023"
"1621","62173","21.294207","-157.846024","HI",1621,"1",218.7632,"","AggieReverseGeocoder","",4.01,"1311 Kapiolani Blvd","Urban Honolulu","HI","96814","4502","23039023"
"1622","354440","21.3479542","-157.9146838","HI",1622,"1",0,"","AggieReverseGeocoder","",4.01,"926 Ala Kapua St","Aiea","HI","96818","2335","11054097"
"1623","42950","21.302704","-157.841492","HI",1623,"1",1140.6019,"","AggieReverseGeocoder","",4.01,"1234 Matlock Ave","Urban Honolulu","HI","96814","1245","24011067"
"1624","210459","21.418047","-157.810547","HI",1624,"1",1312.4895,"","AggieReverseGeocoder","",4.01,"46-231 HAIKU RD","Kaneohe","HI","96744","","557261"
"1625","76350","21.3119667","-157.8640207","HI",1625,"1",15.6885,"","AggieReverseGeocoder","",4.01,"101 N King St","Urban Honolulu","HI","96817","5010","17002023"
"1626","156520","21.281433","-157.728302","HI",1626,"1",156.2491,"","AggieReverseGeocoder","",4.01,"226 Paiko Dr","Urban Honolulu","HI","96821","2321","38001025"
"1627","97599","21.33633","-157.854401","HI",1627,"1",1249.9923,"","AggieReverseGeocoder","",4.01,"1312 Mamalu St","Urban Honolulu","HI","96817","1241","18032049"
"1628","42347","21.301670074","-157.820480347","HI",1628,"1",640.6533,"","AggieReverseGeocoder","",4.01,"2444 Dole St","Urban Honolulu","HI","96822","2399","28023003"
"1629","56614","21.298218","-157.831558","HI",1629,"1",187.5289,"","AggieReverseGeocoder","",4.01,"1227 Alexander St","Urban Honolulu","HI","96826","1209","28010025"
"1630","454424","21.282381012","-157.798430047","HI",1630,"1",0,"","AggieReverseGeocoder","",4.01,"3630 Waialae Ave","Urban Honolulu","HI","96816","3225","33007020"
"1631","48390","21.322971","-158.025192","HI",1631,"1",1343.7406,"","AggieReverseGeocoder","",4.01,"91-1001 KEAUNUI DR","Ewa Beach","HI","96706","","322159"
"1632","240743","21.302094","-157.794617","HI",1632,"1",1718.7717,"","AggieReverseGeocoder","",4.01,"2128 Palolo Ave","Urban Honolulu","HI","96816","3023","34009012"
"1633","144122","21.345758","-157.916687","HI",1633,"1",515.6661,"","AggieReverseGeocoder","",4.01,"3385 Likini St","Aiea","HI","96818","2143","11017033"
"1634","204775","21.294752","-157.839111","HI",1634,"1",172.0015,"","AggieReverseGeocoder","",4.01,"1560 Kanunu St","Urban Honolulu","HI","96814","3244","23017013"
"1635","129291","21.292473","-157.804688","HI",1635,"1",759.2439,"","AggieReverseGeocoder","",4.01,"1515 Kalaepohaku St","Urban Honolulu","HI","96816","1806","33060011"
"1636","79858","21.288694","-157.701736","HI",1636,"1",331.2807,"","AggieReverseGeocoder","",4.01,"7040 Hawaii Kai Dr","East Honolulu","HI","96825","3112","39008014"
"1637","243092","21.444764273","-158.015045806","HI",1637,"1",93.7089,"","AggieReverseGeocoder","",4.01,"295 Kilau Pl","Mililani Town","HI","96789","2383","94109018"
"1638","42485","21.303368","-157.840332","HI",1638,"1",187.5149,"","AggieReverseGeocoder","",4.01,"1412 Kewalo St","Urban Honolulu","HI","96822","4173","24020015"
"1639","304663","21.291016","-157.788361","HI",1639,"1",218.7506,"","AggieReverseGeocoder","",4.01,"3944 Niele Pl","Urban Honolulu","HI","96816","3924","33022054"
"1640","192958","21.321824031","-157.872540532","HI",1640,"1",484.5409,"","AggieReverseGeocoder","",4.01,"840 Dillingham Blvd","Urban Honolulu","HI","96817","4505","15017006"
"1641","131015","21.294241","-157.822372","HI",1641,"1",203.3529,"","AggieReverseGeocoder","",4.01,"1212 University Ave","Urban Honolulu","HI","96826","1534","28006017"
"1642","276184","21.293411","-157.703949","HI",1642,"1",109.3965,"","AggieReverseGeocoder","",4.01,"949 Kawaiki Pl","East Honolulu","HI","96825","1301","39074059"
"1643","84915","21.378735","-158.01915","HI",1643,"1",15.6466,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"1644","104291","21.34219","-158.029419","HI",1644,"1",1859.3798,"","AggieReverseGeocoder","",4.01,"91-1142 KOKA ST","Ewa Beach","HI","96706","","139227"
"1645","207446","21.315681","-157.663589","HI",1645,"1",312.5212,"","AggieReverseGeocoder","",4.01,"1492 Honokahua St","East Honolulu","HI","96825","3041","39104004"
"1646","305410","21.290672","-157.707382","HI",1646,"1",661.3974,"","AggieReverseGeocoder","",4.01,"6774 Hawaii Kai Dr","East Honolulu","HI","96825","1507","39008017"
"1647","184738","21.44916325","-158.19217444","HI",1647,"1",954.308,"","AggieReverseGeocoder","",4.01,"85-702 KAUPUNI PL","Waianae","HI","96792","","31061"
"1648","170595","21.291121","-157.82933","HI",1648,"1",953.1435,"","AggieReverseGeocoder","",4.01,"2128 Date St","Urban Honolulu","HI","96826","4046","27002037"
"1649","306691","21.601875","-157.90625","HI",1649,"1",781.2831,"","AggieReverseGeocoder","",4.01,"53-97 HALAI ST","Hauula","HI","96717","","1592"
"1650","187052","21.337761","-157.698364","HI",1650,"1",1093.7053,"","AggieReverseGeocoder","",4.01,"41-929 LAUMILO ST","Waimanalo","HI","96795","","647909"
"1651","337658","21.31424","-158.019043","HI",1651,"1",1167.7987,"","AggieReverseGeocoder","",4.01,"91-1220 KAIOPUA ST","Ewa Beach","HI","96706","","6766"
"1652","37989","21.322735","-157.866821","HI",1652,"1",1437.2802,"","AggieReverseGeocoder","",4.01,"1104 Austin Ln","Urban Honolulu","HI","96817","3424","16001028"
"1653","459760","21.3467099","-157.8905763","HI",1653,"1",156.2515,"","AggieReverseGeocoder","",4.01,"1341 Ala Mahamoe St","Hickam Housing","HI","96819","1762","11026046"
"1654","49593","21.284254","-157.839294","HI",1654,"1",750.019,"","AggieReverseGeocoder","",4.01,"1739 Ala Moana Blvd","Urban Honolulu","HI","96815","5700","23037012"
"1655","210639","21.272425","-157.815826","HI",1655,"1",1187.5448,"","AggieReverseGeocoder","",4.01,"3457 Kanaina Ave","Urban Honolulu","HI","96815","4222","31023054"
"1656","328753","21.29138","-157.83844","HI",1656,"1",624.9899,"","AggieReverseGeocoder","",4.01,"1680 Kapiolani Blvd","Urban Honolulu","HI","96814","3794","23022004"
"1657","113122","21.290864","-157.832035","HI",1657,"1",203.1539,"","AggieReverseGeocoder","",4.01,"742 Mccully St","Urban Honolulu","HI","96826","3913","23033015"
"1658","326926","21.391995","-158.0260927","HI",1658,"1",2531.2677,"","AggieReverseGeocoder","",4.01,"94-706 KAAOKI PL","Waipahu","HI","96797","","496793"
"1659","144652","21.356348","-157.9263","HI",1659,"1",297.0888,"","AggieReverseGeocoder","",4.01,"4270 Salt Lake Blvd","Aiea","HI","96818","1147","99002027"
"1660","241071","21.374908","-157.724503","HI",1660,"1",309.0636,"","AggieReverseGeocoder","",4.01,"1231 Hele St","Waimanalo","HI","96734","3625","42023012"
"1661","298258","21.299060021","-157.83904152","HI",1661,"1",921.906,"","AggieReverseGeocoder","",4.01,"1426 Young St","Urban Honolulu","HI","96814","1816","24005023"
"1662","62593","21.419979","-157.798996","HI",1662,"1",1343.7396,"","AggieReverseGeocoder","",4.01,"45-1156 HALELOKE PL","Kaneohe","HI","96744","","278461"
"1663","455411","21.288219785","-157.836372005","HI",1663,"1",1031.2838,"","AggieReverseGeocoder","",4.01,"1701 Ala Wai Blvd","Urban Honolulu","HI","96815","1509","26013017"
"1664","202392","21.288052","-157.819626","HI",1664,"1",937.5375,"","AggieReverseGeocoder","",4.01,"871 Waiaka Rd","Urban Honolulu","HI","96826","3454","27027019"
"1665","85683","21.36388","-157.735062","HI",1665,"1",328.1769,"","AggieReverseGeocoder","",4.01,"1761 Kanapuu Dr","Waimanalo","HI","96734","4194","42101057"
"1666","185025","21.449875","-158.19368","HI",1666,"1",1250.0092,"","AggieReverseGeocoder","",4.01,"85-663 FARRINGTON HWY","Waianae","HI","96792","","75525"
"1667","53547","21.290258","-157.847397","HI",1667,"1",374.9986,"","AggieReverseGeocoder","",4.01,"1201 Ala Moana Blvd","Urban Honolulu","HI","96814","4205","23037001"
"1668","389576","21.285904","-157.815186","HI",1668,"1",797.1164,"","AggieReverseGeocoder","",4.01,"2738 Leialoha Ave","Urban Honolulu","HI","96816","1337","27031004"
"1669","535452","21.3016311","-157.8576977","HI",1669,"1",0,"","AggieReverseGeocoder","",4.01,"627 Queen St","Urban Honolulu","HI","96813","5113","21031032"
"1670","129659","21.301544","-157.858017","HI",1670,"1",250.0359,"","AggieReverseGeocoder","",4.01,"627 Queen St","Urban Honolulu","HI","96813","5113","21031032"
"1671","192722","21.282101","-157.814529","HI",1671,"1",1312.5151,"","AggieReverseGeocoder","",4.01,"2940 Winam Ave","Urban Honolulu","HI","96816","1168","27032002"
"1672","208375","21.304176","-157.841705","HI",1672,"1",1124.9944,"","AggieReverseGeocoder","",4.01,"1155 Hassinger St","Urban Honolulu","HI","96822","3951","24019034"
"1673","109511","21.298609","-157.844376","HI",1673,"1",281.3013,"","AggieReverseGeocoder","",4.01,"902 Alder St","Urban Honolulu","HI","96814","2219","23012019"
"1674","330668","21.3480679","-157.9148701","HI",1674,"1",0,"","AggieReverseGeocoder","",4.01,"932 Ala Kapua St","Aiea","HI","96818","2335","11054096"
"1675","52658","21.25645","-157.815308","HI",1675,"1",250.0612,"","AggieReverseGeocoder","",4.01,"3187 Diamond Head Rd","Urban Honolulu","HI","96815","4719","31036001"
"1676","279739","21.29615054","-157.84534659","HI",1676,"1",0,"","AggieReverseGeocoder","",4.01,"645 Piikoi St","Urban Honolulu","HI","96814","3186","23015032"
"1677","72799","21.338388","-158.031769","HI",1677,"1",1865.2685,"","AggieReverseGeocoder","",4.01,"91-1024 MIKOHU ST","Ewa Beach","HI","96706","","559214"
"1678","46821","21.293953","-157.825256","HI",1678,"1",953.1182,"","AggieReverseGeocoder","",4.01,"1020 Isenberg St","Urban Honolulu","HI","96826","2936","28004007"
"1679","330942","21.356339","-158.084518","HI",1679,"1",859.4017,"","AggieReverseGeocoder","",4.01,"92-1140 PANANA ST","Kapolei","HI","96707","","414197"
